xs1,ys1,xg1,yg1,xs2,ys2,xg2,yg2,distance,replanning count,time
22,6,1,23,14,6,14,30,34.0,28,3.451103925704956
10,30,6,1,19,16,18,27,25.5,24,4.475277900695801
6,1,10,30,18,27,19,16,25.5,24,4.475277900695801
17,10,3,16,5,21,6,8,21.0,14,2.200117826461792
3,16,17,10,6,8,5,21,21.0,14,2.200117826461792
1,10,22,26,19,6,11,5,26.0,31,3.3286240100860596
22,26,1,10,11,5,19,6,26.0,31,3.3286240100860596
24,18,7,1,0,18,10,9,26.5,17,2.734921932220459
7,1,24,18,10,9,0,18,26.5,17,2.734921932220459
10,24,19,22,27,14,6,23,22.5,13,2.4256558418273926
19,22,10,24,6,23,27,14,22.5,13,2.4256558418273926
31,7,7,23,19,8,16,23,30.0,24,3.5629518032073975
7,23,31,7,16,23,19,8,30.0,24,3.5629518032073975
0,11,4,29,26,22,1,7,32.0,24,2.9057040214538574
4,29,0,11,1,7,26,22,32.0,24,2.9057040214538574
19,28,25,21,1,29,20,20,20.5,17,2.1287219524383545
25,21,19,28,20,20,1,29,20.5,17,2.1287219524383545
25,15,6,8,3,30,23,2,38.0,25,3.8345530033111572
6,8,25,15,23,2,3,30,38.0,25,3.8345530033111572
7,30,30,20,24,17,1,18,29.5,20,2.7893478870391846
30,20,7,30,1,18,24,17,29.5,20,2.7893478870391846
17,9,9,0,2,3,28,13,28.5,22,2.9900612831115723
9,0,17,9,28,13,2,3,28.5,22,2.9900612831115723
4,5,3,22,10,18,11,8,16.5,12,1.6849069595336914
3,22,4,5,11,8,10,18,16.5,12,1.6849069595336914
22,2,27,19,6,17,14,31,24.0,19,2.4146668910980225
27,19,22,2,14,31,6,17,24.0,19,2.4146668910980225
4,3,10,25,22,5,28,13,22.0,25,2.18412184715271
10,25,4,3,28,13,22,5,22.0,25,2.18412184715271
5,31,19,17,26,6,10,8,23.0,21,2.346532106399536
19,17,5,31,10,8,26,6,23.0,21,2.346532106399536
25,22,31,3,10,15,9,18,14.5,11,1.8373630046844482
31,3,25,22,9,18,10,15,14.5,11,1.8373630046844482
6,6,12,3,17,7,24,29,20.0,21,2.340398073196411
12,3,6,6,24,29,17,7,20.0,21,2.340398073196411
28,15,19,5,12,26,13,11,18.5,17,1.7262442111968994
19,5,28,15,13,11,12,26,18.5,17,1.7262442111968994
6,6,10,28,27,24,18,22,19.5,18,2.028346061706543
10,28,6,6,18,22,27,24,19.5,18,2.028346061706543
6,23,17,29,20,27,16,18,15.0,9,1.3983840942382812
17,29,6,23,16,18,20,27,15.0,9,1.3983840942382812
28,5,22,18,1,23,11,1,25.5,23,2.7622878551483154
22,18,28,5,11,1,1,23,25.5,23,2.7622878551483154
4,29,11,21,14,8,6,1,16.0,11,1.520871877670288
11,21,4,29,6,1,14,8,16.0,11,1.520871877670288
30,30,28,23,6,11,28,11,17.5,21,1.9076919555664062
28,23,30,30,28,11,6,11,17.5,21,1.9076919555664062
16,7,4,14,15,9,27,21,24.5,19,2.1781411170959473
4,14,16,7,27,21,15,9,24.5,19,2.1781411170959473
27,11,11,0,8,30,26,9,33.0,22,3.0640807151794434
11,0,27,11,26,9,8,30,33.0,22,3.0640807151794434
7,13,31,31,22,6,12,11,30.5,23,3.3591413497924805
31,31,7,13,12,11,22,6,30.5,23,3.3591413497924805
7,7,21,1,12,19,27,25,22.5,22,1.6664259433746338
21,1,7,7,27,25,12,19,22.5,22,1.6664259433746338
30,17,10,17,4,16,15,14,21.5,17,2.2798209190368652
10,17,30,17,15,14,4,16,21.5,17,2.2798209190368652
9,15,17,6,4,10,27,14,23.0,22,2.353985071182251
17,6,9,15,27,14,4,10,23.0,22,2.353985071182251
31,7,29,30,3,17,19,16,23.0,16,2.1918997764587402
29,30,31,7,19,16,3,17,23.0,16,2.1918997764587402
4,5,12,1,18,14,16,30,16.0,13,1.9208130836486816
12,1,4,5,16,30,18,14,16.0,13,1.9208130836486816
10,11,1,13,11,30,16,14,17.0,17,1.7784528732299805
1,13,10,11,16,14,11,30,17.0,17,1.7784528732299805
10,28,15,9,24,10,14,28,27.0,18,3.4685511589050293
15,9,10,28,14,28,24,10,27.0,18,3.4685511589050293
31,28,31,0,26,26,20,7,28.5,22,2.4364941120147705
31,0,31,28,20,7,26,26,28.5,22,2.4364941120147705
6,17,27,3,19,7,12,31,34.0,20,3.4510140419006348
27,3,6,17,12,31,19,7,34.0,20,3.4510140419006348
26,22,21,8,27,2,28,10,14.0,14,1.369429111480713
21,8,26,22,28,10,27,2,14.0,14,1.369429111480713
24,19,2,8,31,22,1,12,39.5,32,3.404533863067627
2,8,24,19,1,12,31,22,39.5,32,3.404533863067627
25,23,2,15,9,11,7,15,5.0,5,60.0
2,15,25,23,7,15,9,11,5.0,5,60.0
21,18,7,24,1,15,22,20,24.0,11,1.8899779319763184
7,24,21,18,22,20,1,15,24.0,11,1.8899779319763184
22,8,1,9,13,17,23,16,18.5,20,1.8180789947509766
1,9,22,8,23,16,13,17,18.5,20,1.8180789947509766
8,8,24,6,29,11,13,2,23.5,8,1.9273247718811035
24,6,8,8,13,2,29,11,23.5,8,1.9273247718811035
10,27,20,5,23,16,17,13,20.5,16,2.3537960052490234
20,5,10,27,17,13,23,16,20.5,16,2.3537960052490234
18,27,12,0,5,14,14,13,23.5,19,2.418782949447632
12,0,18,27,14,13,5,14,23.5,19,2.418782949447632
6,31,0,13,23,25,3,30,26.5,18,6.188579082489014
0,13,6,31,3,30,23,25,26.5,18,6.188579082489014
29,11,12,6,7,31,6,16,22.0,21,1.9568779468536377
12,6,29,11,6,16,7,31,22.0,21,1.9568779468536377
13,10,28,11,5,0,30,26,34.5,22,3.909985065460205
28,11,13,10,30,26,5,0,34.5,22,3.909985065460205
5,22,2,7,10,16,10,26,15.0,17,1.2056679725646973
2,7,5,22,10,26,10,16,15.0,17,1.2056679725646973
18,21,27,2,26,0,6,3,27.5,21,2.092769145965576
27,2,18,21,6,3,26,0,27.5,21,2.092769145965576
25,7,3,15,4,6,1,4,20.5,18,2.6482961177825928
3,15,25,7,1,4,4,6,20.5,18,2.6482961177825928
21,17,6,31,5,26,11,3,31.0,19,3.077030897140503
6,31,21,17,11,3,5,26,31.0,19,3.077030897140503
12,11,6,29,4,2,24,30,37.0,32,3.5061850547790527
6,29,12,11,24,30,4,2,37.0,32,3.5061850547790527
21,21,9,25,20,29,27,30,12.0,8,1.0666930675506592
9,25,21,21,27,30,20,29,12.0,8,1.0666930675506592
27,26,4,10,13,25,27,19,30.5,30,3.1864428520202637
4,10,27,26,27,19,13,25,30.5,30,3.1864428520202637
22,29,31,24,17,29,19,7,20.0,20,1.8471989631652832
31,24,22,29,19,7,17,29,20.0,20,1.8471989631652832
20,24,5,7,20,31,17,9,29.5,25,2.6813199520111084
5,7,20,24,17,9,20,31,29.5,25,2.6813199520111084
31,21,8,28,22,4,10,22,31.0,27,2.5487239360809326
8,28,31,21,10,22,22,4,31.0,27,2.5487239360809326
1,31,12,15,2,0,3,4,16.0,23,1.7856502532958984
12,15,1,31,3,4,2,0,16.0,23,1.7856502532958984
31,20,20,30,7,27,29,3,33.5,29,3.2775521278381348
20,30,31,20,29,3,7,27,33.5,29,3.2775521278381348
2,16,20,14,0,23,15,12,26.0,21,2.1379170417785645
20,14,2,16,15,12,0,23,26.0,21,2.1379170417785645
24,8,22,8,25,7,4,28,22.0,30,2.79801869392395
22,8,24,8,4,28,25,7,22.0,30,2.79801869392395
19,23,29,26,31,19,9,23,20.5,12,2.0269970893859863
29,26,19,23,9,23,31,19,20.5,12,2.0269970893859863
8,10,28,27,8,4,3,23,31.5,27,2.6291279792785645
28,27,8,10,3,23,8,4,31.5,27,2.6291279792785645
24,20,18,8,29,23,7,8,27.5,28,2.896446943283081
18,8,24,20,7,8,29,23,27.5,28,2.896446943283081
11,27,28,0,4,15,18,9,32.0,29,3.3115200996398926
28,0,11,27,18,9,4,15,32.0,29,3.3115200996398926
10,1,23,31,5,30,24,21,36.5,29,3.4924631118774414
23,31,10,1,24,21,5,30,36.5,29,3.4924631118774414
11,8,23,2,11,16,11,14,10.0,13,1.125871181488037
23,2,11,8,11,14,11,16,10.0,13,1.125871181488037
2,28,31,11,4,18,29,4,44.5,35,4.332187175750732
31,11,2,28,29,4,4,18,44.5,35,4.332187175750732
6,30,17,21,13,21,31,15,23.0,19,1.9269371032714844
17,21,6,30,31,15,13,21,23.0,19,1.9269371032714844
2,14,14,31,25,11,0,9,29.0,23,2.1650261878967285
14,31,2,14,0,9,25,11,29.0,23,2.1650261878967285
0,2,20,10,18,21,23,21,20.5,24,2.221605062484741
20,10,0,2,23,21,18,21,20.5,24,2.221605062484741
30,7,7,30,9,25,0,24,30.0,22,3.3059070110321045
7,30,30,7,0,24,9,25,30.0,22,3.3059070110321045
1,4,14,19,17,22,23,1,28.5,23,2.1776273250579834
14,19,1,4,23,1,17,22,28.5,23,2.1776273250579834
6,0,23,29,28,22,8,29,36.5,22,3.4519131183624268
23,29,6,0,8,29,28,22,36.5,22,3.4519131183624268
5,4,9,12,18,31,27,18,18.0,19,1.763692855834961
9,12,5,4,27,18,18,31,18.0,19,1.763692855834961
31,10,3,14,4,29,7,31,21.5,22,3.0804779529571533
3,14,31,10,7,31,4,29,21.5,22,3.0804779529571533
17,22,8,4,5,0,2,14,22.0,16,1.9316589832305908
8,4,17,22,2,14,5,0,22.0,16,1.9316589832305908
9,21,15,28,19,16,11,12,13.5,13,1.0183422565460205
15,28,9,21,11,12,19,16,13.5,13,1.0183422565460205
28,23,4,16,2,11,13,31,33.0,15,3.5999510288238525
4,16,28,23,13,31,2,11,33.0,15,3.5999510288238525
28,29,4,2,15,10,19,18,31.5,31,3.8976430892944336
4,2,28,29,19,18,15,10,31.5,31,3.8976430892944336
7,19,6,19,18,18,14,11,6.0,9,0.7389941215515137
6,19,7,19,14,11,18,18,6.0,9,0.7389941215515137
19,2,21,27,1,12,27,25,34.0,24,3.179274320602417
21,27,19,2,27,25,1,12,34.0,24,3.179274320602417
26,20,11,2,30,29,22,2,37.0,26,3.59580397605896
11,2,26,20,22,2,30,29,37.0,26,3.59580397605896
3,25,0,21,25,10,5,4,17.5,20,1.9982080459594727
0,21,3,25,5,4,25,10,17.5,20,1.9982080459594727
5,0,21,17,22,27,17,11,27.0,16,2.4859721660614014
21,17,5,0,17,11,22,27,27.0,16,2.4859721660614014
21,17,24,28,11,27,28,30,17.0,8,1.5163469314575195
24,28,21,17,28,30,11,27,17.0,8,1.5163469314575195
7,13,0,6,5,14,24,31,26.0,23,3.231139898300171
0,6,7,13,24,31,5,14,26.0,23,3.231139898300171
27,15,31,30,0,7,20,13,24.5,20,2.6214020252227783
31,30,27,15,20,13,0,7,24.5,20,2.6214020252227783
16,28,23,27,8,29,7,30,5.0,6,0.5554077625274658
23,27,16,28,7,30,8,29,5.0,6,0.5554077625274658
23,3,27,31,6,24,12,21,21.5,19,2.220062017440796
27,31,23,3,12,21,6,24,21.5,19,2.220062017440796
12,14,7,20,12,9,2,29,20.5,15,2.2520291805267334
7,20,12,14,2,29,12,9,20.5,15,2.2520291805267334
8,19,20,15,28,16,9,28,24.5,14,2.3870880603790283
20,15,8,19,9,28,28,16,24.5,14,2.3870880603790283
11,5,23,27,19,25,8,25,22.5,19,2.518887758255005
23,27,11,5,8,25,19,25,22.5,19,2.518887758255005
5,19,9,3,18,16,5,14,22.5,17,3.51888108253479
9,3,5,19,5,14,18,16,22.5,17,3.51888108253479
18,3,0,20,24,2,9,11,31.5,27,3.251426935195923
0,20,18,3,9,11,24,2,31.5,27,3.251426935195923
31,2,0,18,9,3,26,8,35.5,28,3.8171639442443848
0,18,31,2,26,8,9,3,35.5,28,3.8171639442443848
21,16,30,28,22,22,10,25,19.0,12,1.8595561981201172
30,28,21,16,10,25,22,22,19.0,12,1.8595561981201172
15,27,9,11,19,16,26,15,16.0,19,1.565469741821289
9,11,15,27,26,15,19,16,16.0,19,1.565469741821289
20,27,27,9,19,21,25,22,16.0,17,1.8052501678466797
27,9,20,27,25,22,19,21,16.0,17,1.8052501678466797
17,21,10,30,4,6,18,21,22.5,10,2.331178903579712
10,30,17,21,18,21,4,6,22.5,10,2.331178903579712
1,8,28,17,28,8,19,22,32.5,22,3.6162641048431396
28,17,1,8,19,22,28,8,32.5,22,3.6162641048431396
26,31,0,8,21,18,24,13,28.5,36,3.7301042079925537
0,8,26,31,24,13,21,18,28.5,36,3.7301042079925537
20,15,19,16,27,6,23,27,13.5,14,1.701369047164917
19,16,20,15,23,27,27,6,13.5,14,1.701369047164917
24,23,4,24,3,18,1,26,17.5,8,1.7517340183258057
4,24,24,23,1,26,3,18,17.5,8,1.7517340183258057
15,27,10,8,6,30,27,25,26.0,23,2.2871809005737305
10,8,15,27,27,25,6,30,26.0,23,2.2871809005737305
31,9,7,26,11,16,3,5,30.0,25,3.119943857192993
7,26,31,9,3,5,11,16,30.0,25,3.119943857192993
27,16,28,29,12,8,27,2,18.5,13,1.5325748920440674
28,29,27,16,27,2,12,8,18.5,13,1.5325748920440674
24,27,7,12,6,12,10,10,20.0,13,2.5366621017456055
7,12,24,27,10,10,6,12,20.0,13,2.5366621017456055
13,25,20,23,26,3,10,2,15.0,16,1.7933199405670166
20,23,13,25,10,2,26,3,15.0,16,1.7933199405670166
25,16,28,31,14,22,18,30,16.0,7,1.3724408149719238
28,31,25,16,18,30,14,22,16.0,7,1.3724408149719238
10,13,21,13,28,11,3,3,24.0,17,3.1166930198669434
21,13,10,13,3,3,28,11,24.0,17,3.1166930198669434
29,13,15,30,5,15,26,15,31.0,21,3.3950531482696533
15,30,29,13,26,15,5,15,31.0,21,3.3950531482696533
14,6,30,15,23,23,23,27,15.5,9,2.0204570293426514
30,15,14,6,23,27,23,23,15.5,9,2.0204570293426514
14,4,20,15,7,1,23,5,18.5,17,1.6280708312988281
20,15,14,4,23,5,7,1,18.5,17,1.6280708312988281
16,5,15,20,26,18,19,14,14.5,14,1.3507587909698486
15,20,16,5,19,14,26,18,14.5,14,1.3507587909698486
14,20,3,15,27,10,12,2,21.5,19,2.284574031829834
3,15,14,20,12,2,27,10,21.5,19,2.284574031829834
31,27,30,6,10,31,4,21,21.0,19,1.9494867324829102
30,6,31,27,4,21,10,31,21.0,19,1.9494867324829102
31,13,31,1,13,19,9,19,11.0,8,1.106126308441162
31,1,31,13,9,19,13,19,11.0,8,1.106126308441162
2,14,27,7,4,19,15,25,25.5,30,2.501673936843872
27,7,2,14,15,25,4,19,25.5,30,2.501673936843872
1,16,23,28,21,9,20,7,19.5,23,2.498619794845581
23,28,1,16,20,7,21,9,19.5,23,2.498619794845581
6,26,10,15,3,2,27,7,23.0,24,2.1630280017852783
10,15,6,26,27,7,3,2,23.0,24,2.1630280017852783
26,30,6,29,23,14,12,13,19.5,16,1.759425163269043
6,29,26,30,12,13,23,14,19.5,16,1.759425163269043
27,14,29,23,21,5,7,23,22.5,28,2.202968120574951
29,23,27,14,7,23,21,5,22.5,28,2.202968120574951
20,23,20,15,2,0,12,25,21.5,21,2.512876033782959
20,15,20,23,12,25,2,0,21.5,21,2.512876033782959
2,31,16,24,26,15,12,27,25.5,14,2.2696359157562256
16,24,2,31,12,27,26,15,25.5,14,2.2696359157562256
21,24,22,22,10,30,5,1,19.5,23,2.71589994430542
22,22,21,24,5,1,10,30,19.5,23,2.71589994430542
27,28,16,8,27,2,9,6,27.5,22,2.5986859798431396
16,8,27,28,9,6,27,2,27.5,22,2.5986859798431396
19,27,19,19,6,1,19,15,18.5,13,1.9204931259155273
19,19,19,27,19,15,6,1,18.5,13,1.9204931259155273
11,4,6,27,20,27,11,22,24.0,16,2.630884885787964
6,27,11,4,11,22,20,27,24.0,16,2.630884885787964
2,14,21,3,26,26,3,3,39.0,24,3.3790171146392822
21,3,2,14,3,3,26,26,39.0,24,3.3790171146392822
28,2,20,5,12,15,16,24,13.0,12,1.500190019607544
20,5,28,2,16,24,12,15,13.0,12,1.500190019607544
30,27,20,10,26,21,26,6,23.0,22,1.8824419975280762
20,10,30,27,26,6,26,21,23.0,22,1.8824419975280762
4,27,11,29,6,30,28,6,27.5,33,3.1831698417663574
11,29,4,27,28,6,6,30,27.5,33,3.1831698417663574
18,28,4,22,20,19,9,26,19.0,12,1.5269711017608643
4,22,18,28,9,26,20,19,19.0,12,1.5269711017608643
25,12,27,25,20,19,18,16,11.0,8,1.0958867073059082
27,25,25,12,18,16,20,19,11.0,8,1.0958867073059082
15,18,19,18,0,0,9,24,18.5,21,2.1750409603118896
19,18,15,18,9,24,0,0,18.5,21,2.1750409603118896
12,24,2,8,11,24,7,31,18.5,20,1.8002870082855225
2,8,12,24,7,31,11,24,18.5,20,1.8002870082855225
9,16,31,25,1,21,7,25,21.5,19,2.335233211517334
31,25,9,16,7,25,1,21,21.5,19,2.335233211517334
28,10,8,12,27,3,30,5,15.5,21,1.85626220703125
8,12,28,10,30,5,27,3,15.5,21,1.85626220703125
2,8,24,2,25,23,26,31,20.5,19,2.7810721397399902
24,2,2,8,26,31,25,23,20.5,19,2.7810721397399902
2,12,4,1,25,5,20,31,22.0,20,2.1322641372680664
4,1,2,12,20,31,25,5,22.0,20,2.1322641372680664
15,5,20,26,30,26,14,31,24.5,20,1.8788249492645264
20,26,15,5,14,31,30,26,24.5,20,1.8788249492645264
8,2,5,25,24,25,18,14,22.5,23,2.090557813644409
5,25,8,2,18,14,24,25,22.5,23,2.090557813644409
7,17,7,16,9,5,29,28,24.0,28,3.3109817504882812
7,16,7,17,29,28,9,5,24.0,28,3.3109817504882812
0,13,17,12,9,0,13,26,27.0,25,3.085566997528076
17,12,0,13,13,26,9,0,27.0,25,3.085566997528076
2,4,9,3,9,12,10,30,14.5,17,1.5087900161743164
9,3,2,4,10,30,9,12,14.5,17,1.5087900161743164
10,4,7,12,29,22,7,20,17.5,18,1.7442700862884521
7,12,10,4,7,20,29,22,17.5,18,1.7442700862884521
26,14,21,29,7,11,19,23,22.0,15,1.7738518714904785
21,29,26,14,19,23,7,11,22.0,15,1.7738518714904785
27,25,17,26,31,7,6,24,27.5,30,2.9332540035247803
17,26,27,25,6,24,31,7,27.5,30,2.9332540035247803
6,24,4,11,15,13,13,2,15.0,14,1.0970470905303955
4,11,6,24,13,2,15,13,15.0,14,1.0970470905303955
22,29,17,27,0,1,1,20,17.5,23,1.8070049285888672
17,27,22,29,1,20,0,1,17.5,23,1.8070049285888672
1,29,20,4,22,27,24,7,34.0,25,3.3767201900482178
20,4,1,29,24,7,22,27,34.0,25,3.3767201900482178
4,28,28,19,30,17,26,17,21.5,21,2.606811285018921
28,19,4,28,26,17,30,17,21.5,21,2.606811285018921
8,19,4,9,9,23,25,30,18.5,16,1.734179973602295
4,9,8,19,25,30,9,23,18.5,16,1.734179973602295
13,2,17,22,21,8,15,25,25.5,23,2.0737662315368652
17,22,13,2,15,25,21,8,25.5,23,2.0737662315368652
16,13,22,25,17,14,10,23,18.0,14,1.4261078834533691
22,25,16,13,10,23,17,14,18.0,14,1.4261078834533691
11,24,27,3,4,6,16,5,26.0,24,2.720243215560913
27,3,11,24,16,5,4,6,26.0,24,2.720243215560913
7,15,27,4,25,6,25,23,24.0,14,2.2970149517059326
27,4,7,15,25,23,25,6,24.0,14,2.2970149517059326
14,31,6,20,10,30,3,20,18.0,13,1.3079628944396973
6,20,14,31,3,20,10,30,18.0,13,1.3079628944396973
30,10,6,24,6,27,22,10,35.5,20,2.9883711338043213
6,24,30,10,22,10,6,27,35.5,20,2.9883711338043213
11,2,10,11,31,17,19,14,12.5,11,0.9926230907440186
10,11,11,2,19,14,31,17,12.5,11,0.9926230907440186
16,25,18,4,31,21,29,24,14.0,19,1.4860548973083496
18,4,16,25,29,24,31,21,14.0,19,1.4860548973083496
13,27,0,1,9,17,26,28,37.5,25,8.671239852905273
0,1,13,27,26,28,9,17,37.5,25,8.671239852905273
24,25,7,26,23,11,21,27,20.0,16,1.706866979598999
7,26,24,25,21,27,23,11,20.0,16,1.706866979598999
12,26,23,3,3,28,20,0,41.5,30,3.698931932449341
23,3,12,26,20,0,3,28,41.5,30,3.698931932449341
8,2,30,13,16,12,26,18,24.5,17,2.373486042022705
30,13,8,2,26,18,16,12,24.5,17,2.373486042022705
5,1,22,2,28,22,21,13,18.0,16,1.5096549987792969
22,2,5,1,21,13,28,22,18.0,16,1.5096549987792969
14,24,15,16,28,26,9,18,19.0,12,1.9666590690612793
15,16,14,24,9,18,28,26,19.0,12,1.9666590690612793
16,8,15,30,21,16,10,16,18.0,16,2.0351638793945312
15,30,16,8,10,16,21,16,18.0,16,2.0351638793945312
21,28,12,10,26,30,5,9,34.5,34,3.396695137023926
12,10,21,28,5,9,26,30,34.5,34,3.396695137023926
30,22,28,23,12,31,18,3,18.5,20,2.3180058002471924
28,23,30,22,18,3,12,31,18.5,20,2.3180058002471924
10,27,3,23,18,8,16,1,10.0,8,0.7620830535888672
3,23,10,27,16,1,18,8,10.0,8,0.7620830535888672
24,5,14,31,14,23,22,20,25.5,14,5.21199369430542
14,31,24,5,22,20,14,23,25.5,14,5.21199369430542
28,10,4,24,26,9,19,28,33.0,29,2.82922101020813
4,24,28,10,19,28,26,9,33.0,29,2.82922101020813
7,5,9,14,20,24,7,23,13.5,13,1.1640751361846924
9,14,7,5,7,23,20,24,13.5,13,1.1640751361846924
10,29,21,24,20,3,9,15,19.5,19,1.657616138458252
21,24,10,29,9,15,20,3,19.5,19,1.657616138458252
19,19,2,18,30,24,26,11,20.5,19,1.5828940868377686
2,18,19,19,26,11,30,24,20.5,19,1.5828940868377686
4,14,11,22,6,14,10,28,18.5,12,3.622882127761841
11,22,4,14,10,28,6,14,18.5,12,3.622882127761841
24,0,26,30,29,21,25,23,21.0,6,4.1839659214019775
26,30,24,0,25,23,29,21,21.0,6,4.1839659214019775
1,12,7,4,25,8,13,5,15.5,9,1.1564130783081055
7,4,1,12,13,5,25,8,15.5,9,1.1564130783081055
14,2,16,26,15,20,17,26,21.0,12,3.6797008514404297
16,26,14,2,17,26,15,20,21.0,12,3.6797008514404297
26,4,22,27,13,26,15,8,25.5,21,2.4093570709228516
22,27,26,4,15,8,13,26,25.5,21,2.4093570709228516
29,23,9,19,29,31,29,10,25.5,22,2.013820171356201
9,19,29,23,29,10,29,31,25.5,22,2.013820171356201
8,19,8,15,10,12,29,9,14.0,19,1.6515750885009766
8,15,8,19,29,9,10,12,14.0,19,1.6515750885009766
5,8,15,1,31,16,9,7,25.0,14,2.349133014678955
15,1,5,8,9,7,31,16,25.0,14,2.349133014678955
6,9,29,1,17,31,27,31,22.5,15,2.362962245941162
29,1,6,9,27,31,17,31,22.5,15,2.362962245941162
25,11,15,14,27,29,29,4,22.0,13,2.2034912109375
15,14,25,11,29,4,27,29,22.0,13,2.2034912109375
9,5,25,3,16,1,21,3,13.5,10,1.5425353050231934
25,3,9,5,21,3,16,1,13.5,10,1.5425353050231934
15,11,5,6,22,13,3,8,20.5,17,1.7909228801727295
5,6,15,11,3,8,22,13,20.5,17,1.7909228801727295
18,13,24,0,6,20,17,23,17.5,15,1.3379318714141846
24,0,18,13,17,23,6,20,17.5,15,1.3379318714141846
7,22,17,15,29,12,13,5,22.0,19,1.7540359497070312
17,15,7,22,13,5,29,12,22.0,19,1.7540359497070312
4,15,9,23,15,27,11,27,9.5,7,0.8445682525634766
9,23,4,15,11,27,15,27,9.5,7,0.8445682525634766
23,4,20,11,25,5,15,30,22.5,25,2.5347111225128174
20,11,23,4,15,30,25,5,22.5,25,2.5347111225128174
4,29,0,18,5,15,16,27,23.0,16,2.0609211921691895
0,18,4,29,16,27,5,15,23.0,16,2.0609211921691895
0,24,25,2,18,6,3,18,37.0,17,3.771590232849121
25,2,0,24,3,18,18,6,37.0,17,3.771590232849121
8,6,3,16,24,29,27,10,19.5,19,1.7045819759368896
3,16,8,6,27,10,24,29,19.5,19,1.7045819759368896
23,8,17,14,6,1,13,2,10.0,10,0.8934650421142578
17,14,23,8,13,2,6,1,10.0,10,0.8934650421142578
11,16,19,23,9,5,13,9,11.5,14,1.1049120426177979
19,23,11,16,13,9,9,5,11.5,14,1.1049120426177979
6,7,27,31,14,2,6,16,36.5,29,6.788226127624512
27,31,6,7,6,16,14,2,36.5,29,6.788226127624512
12,22,3,27,15,13,22,14,11.0,9,0.9413371086120605
3,27,12,22,22,14,15,13,11.0,9,0.9413371086120605
24,28,4,14,28,17,6,12,32.5,29,2.5911738872528076
4,14,24,28,6,12,28,17,32.5,29,2.5911738872528076
22,1,10,29,11,8,23,27,36.5,27,3.0885238647460938
10,29,22,1,23,27,11,8,36.5,27,3.0885238647460938
9,12,2,24,28,26,14,30,18.5,14,1.2988948822021484
2,24,9,12,14,30,28,26,18.5,14,1.2988948822021484
5,10,10,18,31,29,18,6,24.5,26,2.5334489345550537
10,18,5,10,18,6,31,29,24.5,26,2.5334489345550537
30,20,7,5,16,25,1,21,31.5,31,3.030489921569824
7,5,30,20,1,21,16,25,31.5,31,3.030489921569824
28,23,21,20,3,29,23,31,16.0,8,1.5766417980194092
21,20,28,23,23,31,3,29,16.0,8,1.5766417980194092
5,21,1,20,22,8,12,10,9.5,11,1.0031328201293945
1,20,5,21,12,10,22,8,9.5,11,1.0031328201293945
28,29,25,19,8,3,19,20,21.5,19,1.9739437103271484
25,19,28,29,19,20,8,3,21.5,19,1.9739437103271484
30,24,2,9,0,7,19,2,34.5,24,3.245091199874878
2,9,30,24,19,2,0,7,34.5,24,3.245091199874878
28,29,1,9,10,31,0,23,32.5,32,3.4538800716400146
1,9,28,29,0,23,10,31,32.5,32,3.4538800716400146
8,17,17,16,25,12,2,4,21.5,16,2.16808819770813
17,16,8,17,2,4,25,12,21.5,16,2.16808819770813
4,29,26,27,4,4,26,14,29.0,26,2.2578177452087402
26,27,4,29,26,14,4,4,29.0,26,2.2578177452087402
1,23,17,18,14,24,10,20,14.5,16,1.4059770107269287
17,18,1,23,10,20,14,24,14.5,16,1.4059770107269287
9,29,12,12,15,23,22,18,16.0,16,1.538789987564087
12,12,9,29,22,18,15,23,16.0,16,1.538789987564087
17,25,15,18,2,30,28,17,25.0,20,4.04695987701416
15,18,17,25,28,17,2,30,25.0,20,4.04695987701416
27,14,25,10,23,7,3,6,15.5,19,1.8108606338500977
25,10,27,14,3,6,23,7,15.5,19,1.8108606338500977
3,3,12,31,12,9,24,4,27.0,27,2.7052626609802246
12,31,3,3,24,4,12,9,27.0,27,2.7052626609802246
19,2,26,8,10,0,12,10,12.5,11,0.9557459354400635
26,8,19,2,12,10,10,0,12.5,11,0.9557459354400635
18,6,12,12,22,29,31,26,12.0,11,0.8715870380401611
12,12,18,6,31,26,22,29,12.0,11,0.8715870380401611
11,26,7,31,15,2,9,18,15.5,16,1.4600250720977783
7,31,11,26,9,18,15,2,15.5,16,1.4600250720977783
1,23,17,30,17,11,31,1,23.5,17,1.7308530807495117
17,30,1,23,31,1,17,11,23.5,17,1.7308530807495117
31,0,31,15,25,23,30,7,20.0,7,1.5920860767364502
31,15,31,0,30,7,25,23,20.0,7,1.5920860767364502
5,8,29,22,19,2,10,14,29.5,29,2.6477677822113037
29,22,5,8,10,14,19,2,29.5,29,2.6477677822113037
6,14,15,14,9,29,14,0,25.5,19,2.740020990371704
15,14,6,14,14,0,9,29,25.5,19,2.740020990371704
26,28,0,17,11,10,5,3,28.0,22,3.1406657695770264
0,17,26,28,5,3,11,10,28.0,22,3.1406657695770264
4,7,15,16,19,9,12,21,19.5,16,1.586390733718872
15,16,4,7,12,21,19,9,19.5,16,1.586390733718872
25,15,16,3,24,4,11,16,23.0,18,1.9599030017852783
16,3,25,15,11,16,24,4,23.0,18,1.9599030017852783
17,15,18,31,11,17,26,2,25.5,19,2.165614128112793
18,31,17,15,26,2,11,17,25.5,19,2.165614128112793
