xs1,ys1,xg1,yg1,distance,replanning count,time
19,16,16,5,16,15,2.033777952194214
0,30,14,15,29,27,3.6330180168151855
21,1,6,31,49,39,6.4426069259643555
24,2,31,27,48,28,6.028897047042847
13,16,20,2,21,19,2.661201238632202
3,28,8,3,34,30,4.301884174346924
3,0,16,5,20,19,2.4567620754241943
23,11,16,3,15,12,1.8497419357299805
10,6,1,0,15,4,1.8373680114746094
6,5,28,13,36,32,4.6235291957855225
5,1,18,28,46,40,6.2139928340911865
15,5,10,19,21,21,2.640968084335327
2,2,26,20,46,44,6.036833047866821
22,30,6,14,32,28,4.165586948394775
1,27,3,20,9,7,1.0732512474060059
20,3,3,20,34,30,4.30977988243103
18,26,27,20,19,17,2.405550956726074
10,30,1,12,33,29,4.329469919204712
11,27,27,26,19,16,2.487239360809326
26,25,30,25,8,4,0.922914981842041
2,10,27,8,35,33,5.1376941204071045
31,0,11,11,33,31,6.34912109375
30,21,0,26,45,34,6.229606866836548
23,19,11,2,29,23,3.502570390701294
10,4,26,30,44,33,5.554419994354248
4,27,17,4,40,34,4.879630088806152
12,12,8,6,10,9,1.182880163192749
7,27,24,12,34,31,4.130197048187256
30,12,15,14,19,19,2.315737724304199
16,7,11,22,20,20,20.269968032836914
14,20,25,17,16,14,10.542397260665894
12,16,22,11,15,14,3.6876089572906494
27,12,0,17,38,35,5.080870151519775
11,27,1,30,13,6,1.527503252029419
21,5,28,2,10,4,1.1345112323760986
30,12,0,12,38,34,4.599555969238281
30,12,25,29,24,21,2.7446937561035156
27,18,30,25,22,12,2.735281229019165
18,13,13,3,17,15,2.130863904953003
7,17,23,30,29,24,3.46216082572937
27,18,22,7,16,16,1.9101340770721436
2,6,28,20,44,43,5.421818733215332
14,26,14,1,35,31,4.693671226501465
2,2,19,10,27,24,4.1668431758880615
29,19,18,7,25,25,27.620407104492188
31,18,4,28,49,36,6.56820011138916
22,12,0,22,32,28,29.740066051483154
9,28,20,26,13,12,1.9698212146759033
17,1,4,29,41,33,6.657793998718262
22,9,5,3,29,19,4.098374843597412
22,17,14,28,23,18,2.9496121406555176
22,23,18,18,9,9,1.442899227142334
24,24,0,1,47,32,6.627855062484741
3,21,31,30,45,29,6.109326124191284
5,23,16,18,16,15,1.9066660404205322
19,15,26,4,18,15,2.3367481231689453
11,23,26,14,24,22,3.0937609672546387
28,18,20,2,24,22,3.0354859828948975
2,26,11,14,21,18,2.534386157989502
14,0,20,13,19,18,2.2686097621917725
10,6,28,29,41,31,5.372795104980469
6,4,14,19,25,25,3.1226308345794678
10,15,17,13,11,10,1.382159948348999
22,5,1,4,26,19,3.234647750854492
23,0,27,12,16,15,1.8632869720458984
11,30,12,18,15,15,1.7602941989898682
18,5,28,29,38,32,4.943295001983643
17,8,14,3,8,8,1.0223619937896729
2,0,2,26,38,27,8.794983863830566
16,11,6,20,21,20,2.6539499759674072
30,25,14,0,51,42,7.5719239711761475
20,15,29,5,19,16,2.2956550121307373
3,28,11,22,14,14,1.7140021324157715
31,28,18,0,49,38,6.532386779785156
15,16,3,25,21,18,2.648002862930298
27,0,20,11,18,17,2.2688519954681396
2,18,24,3,41,31,5.464287042617798
10,31,15,23,13,12,1.7602591514587402
17,25,16,6,30,30,4.422796010971069
22,7,12,7,18,14,2.5532290935516357
13,26,28,7,34,33,4.382811784744263
29,2,4,1,30,27,3.8296029567718506
25,6,11,15,23,22,3.2611169815063477
19,14,30,14,13,9,1.7594728469848633
27,12,17,12,14,13,1.8331739902496338
0,7,24,19,38,37,5.199337005615234
21,16,1,4,32,23,4.10356593132019
16,24,1,28,23,12,3.4607081413269043
26,5,12,31,46,37,5.607698917388916
5,10,14,16,17,17,2.07389497756958
7,21,14,15,13,12,1.554171085357666
12,21,8,19,6,6,0.7172229290008545
28,22,22,16,12,12,1.3901987075805664
31,29,25,9,30,27,3.808962106704712
18,27,18,7,30,27,3.900869846343994
25,27,15,16,25,24,3.4425320625305176
14,14,2,0,26,14,3.752727746963501
17,13,4,7,23,16,2.975682020187378
26,31,10,29,22,20,3.2133700847625732
28,17,31,15,5,5,0.6204009056091309
13,3,28,17,29,27,4.326855182647705
14,2,31,1,22,14,2.753221035003662
30,7,27,14,10,9,1.4110181331634521
28,21,24,6,23,22,2.9371869564056396
6,1,2,3,6,5,0.7722921371459961
11,12,26,10,21,18,2.7214009761810303
4,11,3,16,6,6,0.7364280223846436
23,5,9,10,21,20,2.531992197036743
9,20,14,24,11,10,1.484572172164917
28,29,15,4,48,42,6.461745023727417
19,7,31,8,13,11,1.5633890628814697
31,26,24,26,7,7,0.783682107925415
25,21,27,21,4,4,0.45586085319519043
1,29,29,0,59,46,7.88848614692688
5,2,7,10,10,10,1.4010188579559326
7,5,15,8,15,14,1.975343942642212
10,19,25,22,20,19,2.666666030883789
30,21,4,25,42,32,6.411373853683472
2,26,7,3,32,27,4.522816181182861
21,5,25,0,9,4,1.264625072479248
26,16,14,7,21,20,2.769665002822876
18,27,18,10,25,22,3.4385759830474854
22,23,15,27,11,11,1.5674278736114502
31,22,13,22,20,19,2.637455940246582
26,29,21,20,16,15,1.9574062824249268
13,1,16,16,22,20,2.7830379009246826
29,3,22,22,28,27,3.6614747047424316
5,13,21,7,28,23,3.7425620555877686
28,22,10,17,27,27,3.506540060043335
7,14,13,19,11,11,1.4451048374176025
6,14,13,18,11,10,1.3909382820129395
13,25,10,16,12,12,1.586395025253296
22,22,4,16,24,22,3.233534097671509
6,25,1,29,9,3,1.1297550201416016
24,31,10,13,34,32,4.277154922485352
3,23,13,21,16,15,2.041811943054199
9,2,5,1,7,5,0.8783938884735107
16,26,13,25,4,4,0.5158450603485107
21,21,21,17,4,4,0.545184850692749
13,24,29,8,32,31,4.116153717041016
6,30,26,9,43,41,6.086862802505493
18,27,14,3,38,33,6.5231077671051025
24,28,2,29,27,24,4.236081838607788
31,31,13,3,50,46,6.573718070983887
9,20,14,30,19,14,2.917390823364258
10,13,19,20,16,15,2.354485034942627
22,21,7,6,30,27,4.094609022140503
25,1,15,30,45,36,6.505048990249634
2,4,6,30,36,30,4.743610858917236
16,22,9,3,28,25,3.616544008255005
24,3,3,24,44,39,5.766674757003784
9,17,17,12,15,13,2.047421932220459
2,30,22,5,45,43,5.689598083496094
1,4,3,1,5,4,0.596325159072876
5,29,27,12,41,38,5.590057849884033
22,28,1,7,42,35,5.57190203666687
31,31,11,10,41,38,5.2305309772491455
3,20,1,8,32,24,4.536468982696533
25,1,7,12,31,28,3.9860239028930664
23,9,3,30,41,34,5.824339866638184
15,11,16,15,7,7,0.8455600738525391
31,17,26,25,15,14,1.7241418361663818
2,0,8,30,46,35,7.3746490478515625
9,4,20,25,34,31,4.638638734817505
4,6,4,16,10,9,1.221750020980835
31,15,17,14,17,17,2.047006845474243
19,15,17,15,2,2,0.24078798294067383
15,0,10,20,25,24,3.426776885986328
3,0,30,12,43,39,5.264365911483765
6,1,5,25,31,29,4.03693413734436
30,9,8,8,31,24,3.7600419521331787
10,19,20,10,19,19,2.3122429847717285
19,30,11,1,39,36,4.757313013076782
9,20,9,9,13,13,1.558096170425415
11,9,11,5,4,4,0.4805581569671631
27,4,11,18,30,28,3.627405881881714
16,1,26,30,41,32,4.985358953475952
30,14,17,7,20,17,2.346924066543579
5,28,21,30,20,18,2.3590481281280518
17,24,9,3,31,28,3.949012041091919
31,2,10,22,43,41,5.209315061569214
7,25,29,28,39,25,4.622204780578613
14,16,10,20,8,4,0.9019169807434082
7,14,12,10,9,9,1.0737237930297852
4,15,29,12,32,27,4.044567108154297
13,29,0,31,17,11,1.9471018314361572
17,11,12,28,26,24,3.1426851749420166
20,17,11,19,11,11,1.3308591842651367
16,6,1,25,34,27,4.170438051223755
17,20,28,31,22,13,2.590733051300049
6,17,15,29,25,18,3.022639274597168
9,12,29,31,39,28,4.838879108428955
24,13,5,4,32,26,3.8228678703308105
13,28,19,6,32,29,3.908633232116699
30,22,18,12,22,21,2.6010971069335938
17,21,7,0,37,30,4.503643035888672
29,5,15,27,36,34,4.342621803283691
8,8,29,20,35,32,4.490837812423706
7,24,5,6,26,24,3.5115878582000732
13,12,18,27,28,23,3.610762119293213
5,28,15,11,31,29,3.869281053543091
16,16,30,12,20,16,2.3739349842071533
18,31,5,0,48,40,5.974222660064697
21,2,19,6,6,6,0.718101978302002
10,14,15,31,24,18,2.8906261920928955
31,10,23,23,21,21,2.4222021102905273
25,29,31,22,17,15,3.880457878112793
0,17,24,14,31,27,3.7119219303131104
7,5,10,13,11,10,1.3689980506896973
3,16,15,26,22,21,2.646756172180176
2,28,14,7,39,36,4.791604280471802
28,1,24,14,19,17,2.2350759506225586
7,1,27,2,27,20,3.2559478282928467
24,6,22,25,25,23,3.0163819789886475
3,14,13,16,12,12,1.4101200103759766
20,19,18,7,18,17,2.163663148880005
9,3,16,18,24,21,2.7976629734039307
5,10,5,25,21,20,2.489845037460327
1,26,22,0,47,35,5.744235992431641
23,20,19,5,21,18,2.446995973587036
18,23,23,23,5,5,0.5800318717956543
6,8,1,3,14,5,1.5690979957580566
25,12,9,17,25,24,2.9785900115966797
20,22,15,13,24,22,3.010964870452881
9,15,26,3,33,23,4.128522872924805
19,4,0,17,34,24,4.192524194717407
1,29,10,29,11,10,1.2336640357971191
27,15,17,26,21,21,2.4416580200195312
9,22,21,5,29,27,3.5420548915863037
25,12,29,27,31,21,3.6751129627227783
4,16,27,31,42,32,5.166454076766968
23,10,23,26,20,17,2.453089952468872
1,6,17,1,23,22,2.716322183609009
13,3,8,13,17,17,2.0724127292633057
6,11,27,7,31,26,3.7839741706848145
7,14,24,3,32,24,3.89585280418396
29,18,13,30,28,23,3.3103151321411133
4,7,4,11,4,4,0.47888994216918945
7,9,12,10,6,5,0.7434029579162598
13,16,4,5,20,18,2.368880033493042
15,26,17,9,27,24,3.333832025527954
15,16,15,18,2,2,0.2461857795715332
15,17,14,0,26,21,3.2966909408569336
23,14,12,18,15,14,1.8035998344421387
26,29,13,21,21,19,2.4919538497924805
18,3,4,11,24,22,2.8617537021636963
18,9,1,7,25,21,3.096980094909668
17,26,26,28,11,11,1.3761951923370361
3,1,22,7,33,28,4.057659864425659
31,9,7,10,29,28,3.514320135116577
18,4,9,21,28,25,3.4087350368499756
5,12,15,30,30,24,3.6357920169830322
27,14,18,5,18,15,2.116236925125122
7,1,14,26,38,35,4.621381998062134
19,8,13,1,15,11,1.7470929622650146
1,11,5,10,5,5,0.5648400783538818
19,29,20,22,8,8,0.9132051467895508
6,0,29,29,54,39,6.884871959686279
16,14,7,8,15,13,1.8104188442230225
6,25,7,16,14,13,1.6851260662078857
23,5,10,5,15,15,1.7682602405548096
23,15,31,0,27,16,3.16496205329895
28,19,14,1,34,31,4.451012134552002
25,18,4,27,36,30,5.271315813064575
29,16,27,7,11,11,1.2864830493927002
14,24,7,17,14,14,1.6670520305633545
3,24,14,27,24,22,2.8372209072113037
13,29,2,14,28,27,3.580798864364624
3,5,25,16,35,35,4.666414976119995
10,4,5,4,7,5,0.8954429626464844
15,16,3,13,15,15,2.3117318153381348
16,15,13,1,21,19,4.094589948654175
8,30,24,13,33,32,3.965567111968994
7,11,21,1,24,17,2.853038787841797
11,1,26,14,32,27,3.9431169033050537
13,21,15,31,14,9,1.7044041156768799
22,14,1,3,38,26,4.507991075515747
6,0,19,12,29,24,3.6018261909484863
29,21,1,4,51,41,6.5183000564575195
9,2,7,10,10,10,1.2857060432434082
6,14,1,22,29,17,4.899621963500977
20,10,26,20,16,15,1.903731346130371
1,2,19,20,38,36,4.623047828674316
16,23,5,4,32,28,3.9285290241241455
7,17,1,11,12,10,1.4451091289520264
22,23,29,17,13,13,1.541118860244751
14,16,16,25,15,14,2.3455891609191895
25,28,24,9,26,25,3.232874870300293
26,7,7,15,29,28,3.677561044692993
11,5,27,29,42,32,39.30534887313843
27,8,7,27,49,40,21.331258058547974
1,5,14,15,25,25,3.0595450401306152
27,20,22,26,11,11,1.3201773166656494
31,6,20,5,14,12,1.6921930313110352
5,6,22,18,29,29,3.945544958114624
24,31,14,7,44,38,6.699256658554077
27,11,13,12,21,21,3.058227777481079
10,29,1,13,31,28,4.612062931060791
26,24,6,20,30,29,4.296097993850708
10,26,15,29,10,8,1.5703201293945312
25,27,24,23,5,5,0.7835710048675537
8,24,9,19,6,6,0.8666317462921143
22,19,28,0,27,18,4.5992560386657715
10,13,23,14,16,15,2.4814541339874268
15,23,18,29,9,7,1.3022239208221436
11,2,1,6,16,10,2.2748911380767822
5,29,15,10,33,31,4.76052713394165
1,6,18,4,21,18,2.738584280014038
22,25,7,15,25,23,3.3487417697906494
1,31,7,15,26,24,3.5750062465667725
25,16,12,25,22,20,3.161684036254883
6,1,22,5,22,20,3.204127073287964
23,7,22,9,3,3,0.43169283866882324
23,20,5,29,33,23,4.840399980545044
20,2,12,31,43,36,6.5826520919799805
9,10,30,19,32,30,4.7776429653167725
4,27,5,0,34,27,4.824548959732056
22,4,8,3,19,17,2.6478071212768555
28,21,29,22,2,2,0.22705793380737305
17,0,14,28,39,33,5.089534044265747
7,24,6,11,18,18,2.3620400428771973
3,22,28,26,41,36,5.244511842727661
8,0,5,30,39,34,5.551239967346191
12,9,2,10,13,9,1.6511378288269043
20,9,26,22,21,19,2.790163040161133
22,6,21,27,30,27,4.364688873291016
16,25,29,18,20,20,2.725804090499878
5,7,3,21,24,22,4.8323447704315186
14,4,13,16,17,16,2.170380115509033
27,15,20,17,9,9,1.1358368396759033
24,23,17,4,30,26,4.083223819732666
19,7,20,17,11,11,1.4896678924560547
2,23,12,12,21,17,2.681796073913574
3,10,22,22,33,30,4.287132024765015
13,2,16,21,34,30,5.153955698013306
21,27,3,8,37,33,4.960740804672241
10,30,19,18,21,20,2.603829860687256
5,1,12,24,34,33,4.523260116577148
1,4,9,1,13,11,1.671760082244873
0,10,25,12,33,31,4.4177350997924805
27,9,19,9,8,8,1.0390031337738037
26,18,0,4,46,36,6.379993200302124
26,25,7,19,31,29,4.245018720626831
15,4,10,24,27,27,3.6092798709869385
0,21,23,19,31,27,4.175714015960693
9,10,25,14,22,21,2.853968858718872
31,0,15,23,43,41,5.652626276016235
26,28,21,14,21,21,2.6965832710266113
17,18,3,22,22,21,2.8620798587799072
22,29,7,14,30,26,4.039906978607178
14,30,29,0,51,37,6.3994300365448
1,22,2,25,4,4,0.46557092666625977
29,31,29,13,24,21,3.1473121643066406
6,20,22,16,20,20,2.555546760559082
28,31,11,7,41,38,5.165136814117432
4,3,3,4,6,5,0.7304420471191406
22,14,19,7,10,10,1.1986920833587646
1,29,29,14,45,40,5.5720603466033936
13,23,20,15,15,15,1.8464877605438232
5,19,30,30,44,29,5.385069847106934
23,15,7,0,33,26,4.148309946060181
27,4,8,13,30,27,3.706915855407715
2,11,7,24,22,21,2.7515132427215576
12,16,2,11,15,14,1.8906328678131104
11,29,18,15,23,21,3.0447418689727783
1,30,20,27,34,30,4.139825105667114
20,31,21,16,20,19,2.4243268966674805
18,0,8,15,25,22,3.071762800216675
10,3,24,27,40,35,4.953902721405029
10,10,26,4,26,22,3.110369920730591
8,10,25,27,34,31,4.191999912261963
1,22,9,29,19,13,2.2392399311065674
9,19,16,16,10,10,1.2040650844573975
17,14,10,31,34,21,4.292792081832886
30,9,24,28,27,27,3.1422462463378906
24,12,0,21,39,33,4.840678930282593
21,30,9,31,13,11,1.4867630004882812
14,26,1,14,27,26,3.267249822616577
29,19,30,3,21,17,2.504122257232666
24,18,0,16,26,23,3.135885000228882
10,6,12,1,7,6,0.811025857925415
1,26,28,21,44,36,5.36361289024353
15,9,27,11,16,14,1.9205760955810547
11,13,3,22,17,15,2.0200130939483643
9,15,25,7,30,24,3.588334798812866
13,23,21,31,16,11,1.9304399490356445
19,27,2,24,26,20,3.2724311351776123
21,28,29,5,35,26,4.2720959186553955
23,16,25,15,3,3,0.35500502586364746
24,11,0,26,47,37,7.031292915344238
24,0,22,14,22,22,2.5836329460144043
12,9,6,11,8,8,0.9524130821228027
17,28,7,21,19,16,2.299583911895752
4,19,14,26,27,22,3.263274908065796
4,3,23,19,35,34,4.326320171356201
17,21,24,28,16,15,1.9582829475402832
18,16,8,8,20,19,2.4802849292755127
18,15,21,3,17,13,2.029376983642578
12,11,25,5,19,16,2.319368839263916
18,11,20,7,6,6,0.7348358631134033
24,9,9,16,22,22,2.619586706161499
28,19,11,12,28,28,3.386533260345459
3,14,17,25,25,23,2.9623541831970215
20,10,19,31,26,23,3.1966397762298584
9,4,5,22,28,25,3.555752992630005
20,7,16,25,28,25,3.830822229385376
3,21,14,4,28,23,4.502558946609497
19,10,10,5,16,15,2.3544809818267822
19,0,6,17,30,27,3.918048143386841
31,11,29,25,28,20,3.5119009017944336
28,27,14,20,27,26,3.586658000946045
18,18,14,30,20,15,2.874234914779663
30,7,18,1,18,14,2.5625412464141846
17,7,1,22,31,26,4.199381113052368
21,0,2,22,41,36,5.500879287719727
11,3,0,4,14,8,1.8037288188934326
30,19,27,12,10,10,1.3033168315887451
26,20,11,31,26,22,3.2915830612182617
1,22,0,4,35,25,4.494438886642456
14,1,22,9,16,15,1.9120981693267822
21,24,9,5,33,31,4.391675233840942
5,16,22,21,26,24,3.398825168609619
0,3,15,17,31,30,3.8032100200653076
0,7,16,5,20,19,2.4105420112609863
4,1,20,21,36,36,4.417320728302002
3,12,16,31,36,28,4.331444978713989
7,7,24,26,36,33,4.429972171783447
25,9,30,25,37,22,4.369298934936523
26,29,14,1,50,44,6.3521459102630615
20,25,13,31,13,10,1.5042057037353516
24,26,6,27,31,24,4.160603761672974
25,22,6,6,43,39,5.273653030395508
4,27,25,9,39,36,4.840283155441284
20,9,18,13,6,6,0.7195830345153809
16,25,27,0,40,31,4.95163106918335
2,8,15,8,19,19,2.3075308799743652
30,30,4,8,48,44,5.954071998596191
17,26,4,16,23,21,2.7660391330718994
22,1,18,28,41,35,5.059238910675049
8,4,25,18,33,29,3.9944770336151123
7,9,6,7,3,3,0.34916090965270996
29,2,11,10,28,26,3.2353358268737793
25,6,10,23,34,33,4.0980002880096436
19,6,19,2,4,4,0.4631338119506836
2,30,7,16,23,21,2.801949977874756
24,5,1,13,35,28,4.38070821762085
21,1,8,18,30,27,3.7232959270477295
24,0,19,8,13,12,1.5368499755859375
7,25,16,7,31,28,3.8469738960266113
11,13,26,23,25,24,3.1106741428375244
28,24,30,1,35,24,4.306053161621094
13,18,20,26,15,15,1.7875869274139404
19,23,31,11,24,21,3.0906989574432373
16,15,20,10,9,8,1.1063110828399658
13,22,24,26,17,17,2.0735621452331543
9,10,28,2,29,21,3.591930866241455
22,9,5,27,35,32,4.316474914550781
7,31,25,23,26,24,3.172140598297119
3,28,16,15,26,24,3.2122650146484375
7,24,28,13,32,28,4.190998077392578
22,16,9,21,22,19,2.777348756790161
19,8,24,0,15,7,1.934448003768921
1,8,23,27,43,39,5.704748868942261
11,9,22,23,25,23,3.6484501361846924
13,16,26,13,16,14,2.051185131072998
28,9,22,26,25,21,3.184995174407959
23,14,20,17,6,6,0.8598198890686035
24,26,31,2,37,25,4.854877948760986
11,12,29,18,24,23,3.5524239540100098
14,20,16,1,27,22,3.3781771659851074
29,22,1,14,40,38,5.121952056884766
19,0,0,22,41,34,5.268687963485718
7,7,21,0,21,16,2.52978515625
29,28,15,24,20,20,2.494364023208618
27,20,8,18,23,23,3.0184900760650635
22,22,1,12,35,28,4.996761083602905
6,31,10,20,21,21,2.769787073135376
12,31,19,1,43,40,5.415192127227783
31,9,29,7,4,4,0.4715249538421631
16,1,13,4,8,8,0.9245719909667969
0,30,12,15,27,25,3.222072124481201
24,19,10,24,23,21,2.97156023979187
14,23,9,21,9,9,1.0932180881500244
0,25,8,31,14,12,1.630627155303955
0,17,21,18,24,24,2.994225025177002
27,8,10,12,25,24,3.160025119781494
29,30,3,29,33,28,4.197093963623047
15,26,2,28,19,11,3.183591842651367
25,0,0,12,41,35,5.677786111831665
17,20,9,2,32,28,5.029036998748779
22,23,16,15,14,13,1.9164140224456787
3,22,21,10,32,27,4.532230854034424
6,12,2,30,38,22,6.5141661167144775
20,2,24,17,21,21,2.619580030441284
24,23,24,5,26,23,3.6105120182037354
29,22,1,27,43,32,5.818946123123169
22,25,10,22,15,14,1.7886788845062256
9,21,15,22,7,7,0.8444159030914307
28,29,14,16,29,26,3.5900678634643555
23,23,5,9,32,28,4.144124984741211
7,19,8,8,14,14,1.7790331840515137
23,4,20,6,5,4,0.6508443355560303
9,2,13,17,21,19,3.5288970470428467
5,10,13,21,21,20,2.9552628993988037
30,28,3,14,43,40,5.308557987213135
24,6,5,23,36,33,4.5658838748931885
18,0,15,5,8,8,0.8971350193023682
14,25,5,23,15,15,1.782423973083496
21,31,28,0,42,32,5.11118221282959
24,11,15,0,20,16,2.390126943588257
1,24,15,23,19,17,2.2991068363189697
8,23,5,27,7,5,0.8586549758911133
9,3,7,12,11,11,1.3745009899139404
21,3,23,12,13,13,1.6126701831817627
5,5,10,4,6,5,0.7311758995056152
4,17,21,31,31,24,3.9470231533050537
0,19,7,30,20,14,2.484121084213257
10,16,12,3,17,13,2.1416521072387695
19,9,5,7,22,19,2.883877992630005
8,3,24,11,28,25,3.6736669540405273
3,0,2,18,23,17,2.8770670890808105
21,15,1,28,33,26,4.209134817123413
25,17,9,23,24,23,3.0978639125823975
22,21,6,12,29,25,3.7906370162963867
12,11,30,21,30,27,3.7288870811462402
22,4,18,11,11,10,1.3193881511688232
18,31,1,9,41,38,5.086068868637085
31,12,13,19,31,31,4.065086841583252
26,20,6,31,31,26,3.912607192993164
1,12,13,21,21,20,2.8218657970428467
9,3,14,10,14,12,1.6715428829193115
1,1,21,2,25,19,2.925788164138794
17,24,2,21,22,20,2.602388858795166
0,8,4,11,7,7,0.8136811256408691
31,11,15,26,33,31,3.902878999710083
28,18,27,13,6,6,0.6942081451416016
31,0,9,8,36,30,4.317583799362183
25,28,23,17,15,15,1.7830400466918945
30,7,9,11,29,28,3.470050096511841
2,27,11,4,32,26,3.7870280742645264
11,0,2,1,10,9,1.1461591720581055
31,13,11,22,31,31,3.654728889465332
16,16,30,25,25,17,2.970522880554199
30,22,29,17,6,5,0.6717321872711182
18,27,4,15,28,23,3.3705220222473145
16,11,24,15,12,12,1.4036970138549805
8,15,21,29,27,22,3.3546462059020996
0,8,26,18,36,35,5.113460302352905
0,31,11,22,20,20,2.90976881980896
16,23,4,10,25,24,3.433129072189331
25,5,3,26,43,38,6.845719814300537
13,31,26,6,42,36,5.242866277694702
6,4,1,14,15,10,1.8549830913543701
20,28,9,5,36,32,4.8256590366363525
27,14,19,8,14,11,2.157296895980835
5,9,3,23,24,21,5.562747955322266
23,26,5,30,24,19,3.015781879425049
27,12,2,8,37,25,4.8647308349609375
0,29,24,23,32,32,4.0388360023498535
11,30,13,14,20,20,2.56152081489563
28,17,20,23,14,14,1.7696352005004883
26,0,16,5,17,16,2.108600616455078
1,20,17,2,38,30,4.86550498008728
9,12,31,27,37,27,4.764630079269409
11,27,10,12,20,20,2.564085006713867
30,26,0,4,52,40,6.643240928649902
16,30,19,26,7,7,0.8434271812438965
25,9,19,18,17,17,2.10693097114563
26,22,5,16,29,27,3.678140878677368
1,25,8,28,20,12,2.451871156692505
8,3,26,28,45,36,5.821775197982788
29,17,14,0,34,30,4.73445200920105
31,18,16,14,21,21,2.7706291675567627
19,9,28,4,14,9,1.6491639614105225
30,13,7,8,34,25,4.409757137298584
27,26,28,28,3,2,0.3367128372192383
25,6,6,9,26,23,3.3448851108551025
17,1,2,14,28,24,3.6108100414276123
2,10,14,25,27,26,3.4005579948425293
4,8,26,30,48,40,6.332474946975708
27,5,9,27,54,38,7.488254070281982
18,24,26,26,14,11,1.7185521125793457
6,19,20,31,26,22,3.2731869220733643
19,23,2,1,39,29,4.925584316253662
10,15,26,24,27,24,3.436537027359009
2,28,8,19,17,17,2.0806169509887695
19,14,6,8,21,19,2.6004910469055176
16,19,12,15,8,8,1.0262889862060547
1,9,9,22,21,21,2.6153101921081543
16,16,17,1,20,15,2.5831010341644287
22,7,24,28,29,25,3.524477005004883
10,10,5,4,11,8,1.3378901481628418
10,8,9,27,36,22,29.364012718200684
18,12,29,20,19,17,2.386569023132324
11,15,30,12,24,21,3.070465087890625
21,6,2,3,28,18,3.508401870727539
23,28,21,23,7,6,0.7877109050750732
11,5,19,12,19,17,2.2915561199188232
5,22,0,21,6,5,0.6760480403900146
21,18,3,18,26,23,3.07863187789917
20,13,28,13,10,9,1.1676990985870361
12,13,23,23,21,20,2.5204641819000244
6,13,24,6,31,27,3.7031970024108887
10,18,21,6,29,24,3.43525767326355
8,15,29,22,30,27,3.6799707412719727
9,20,14,16,9,9,1.073854923248291
17,20,24,3,28,24,3.371389150619507
6,5,4,25,28,24,3.6781580448150635
31,28,21,17,21,20,2.448110818862915
28,7,14,26,33,31,3.9560089111328125
3,0,26,17,40,38,4.82559609413147
9,3,10,15,15,14,1.7628669738769531
7,21,1,24,11,6,1.2517061233520508
23,13,22,14,2,2,0.23245787620544434
21,0,8,31,52,38,7.239901304244995
4,15,1,21,25,17,4.411381006240845
29,15,9,17,26,25,3.111703872680664
20,30,23,9,28,27,3.304824113845825
3,0,25,2,30,23,3.5018680095672607
7,24,12,6,25,23,2.909674882888794
4,27,16,7,36,33,4.372909069061279
14,2,16,15,19,17,2.298391103744507
27,9,8,6,30,24,3.6645069122314453
4,29,2,27,4,3,0.44835829734802246
24,26,25,21,6,6,0.7134342193603516
15,21,13,24,5,4,0.616595983505249
18,10,11,13,12,12,1.5589399337768555
13,14,29,29,31,21,4.002209901809692
1,29,21,5,44,41,5.592074155807495
16,15,7,10,14,13,1.8031249046325684
20,18,5,25,22,22,2.798754930496216
26,14,31,4,19,13,2.38737416267395
31,18,4,27,48,40,6.517234802246094
16,17,4,13,16,16,1.9458231925964355
19,8,9,8,16,13,2.0485048294067383
1,7,12,27,33,31,4.266266822814941
13,22,1,14,20,19,2.473849058151245
14,30,11,13,22,22,2.6836540699005127
24,25,16,15,18,16,2.2871620655059814
31,2,4,1,34,31,4.154697895050049
17,9,21,9,4,4,0.4924890995025635
18,18,12,10,14,13,1.748533010482788
2,5,24,25,46,41,5.975647926330566
4,16,5,5,14,12,1.8006179332733154
0,2,25,29,54,48,6.865303039550781
31,25,22,22,14,14,1.7080519199371338
0,31,5,15,25,23,3.092825174331665
24,26,25,27,2,2,0.24638605117797852
11,20,31,13,27,24,3.3321619033813477
8,23,11,5,21,19,2.553399085998535
4,21,20,19,20,19,2.5162012577056885
1,13,20,23,29,27,3.676487922668457
31,13,31,23,16,12,1.8361399173736572
27,14,20,27,20,20,2.355825901031494
2,9,4,17,10,10,1.236104965209961
20,29,12,10,29,25,3.7344329357147217
3,17,11,14,13,13,1.6079258918762207
31,0,24,18,29,27,3.554241895675659
14,15,20,8,13,13,1.5643718242645264
12,11,20,11,12,11,1.4338488578796387
20,28,19,7,26,26,3.1934592723846436
21,7,31,1,18,4,2.260119676589966
23,5,22,8,4,4,0.49262309074401855
4,28,1,31,6,1,0.7104389667510986
17,20,23,17,9,9,1.109405279159546
25,14,4,25,42,29,6.001260042190552
30,4,13,23,36,34,4.361099004745483
9,15,31,11,32,28,3.816070795059204
25,24,13,3,37,35,5.756375074386597
31,3,18,4,18,14,2.1996049880981445
27,13,29,29,28,17,3.418635129928589
22,1,29,27,47,31,5.931257963180542
30,31,3,31,35,27,4.123246908187866
0,12,22,9,29,28,3.467679977416992
12,11,9,31,31,19,3.7543671131134033
17,24,31,30,24,14,2.962404727935791
21,23,6,25,29,19,4.7327470779418945
1,1,27,24,51,44,6.578351259231567
11,18,5,14,10,9,1.245474100112915
31,25,1,11,50,44,6.570470809936523
27,12,23,4,12,12,1.4772648811340332
9,11,24,23,27,26,3.506347179412842
20,17,11,9,17,16,2.1327011585235596
